Finding_ID,Title,Description,Risk_Level,Category,CVSS_Score,Evidence,Mitigation,Status,Created_Date,Assigned_To
69120ed6bb4f4be5ac4c1d4f,Unquoted Service Path: bthserv,Service bthserv has unquoted path vulnerability,medium,service_vulnerability,5.0,"[SC] QueryServiceConfig SUCCESS

SERVICE_NAME: bthserv
        TYPE               : 20  WIN32_SHARE_PROCESS 
        START_TYPE         : 3   DEMAND_START
        ERROR_CONTROL      : 1   NORMAL
        BINARY_PATH_NAME   : C:\WINDOWS\system32\svchost.exe -k LocalService -p
        LOAD_ORDER_GROUP   : 
        TAG                : 0
        DISPLAY_NAME       : Bluetooth Support Service
        DEPENDENCIES       : 
        SERVICE_START_NAME : NT AUTHORITY\LocalService
",Add quotes to service path for bthserv,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d50,Unquoted Service Path: ADPSvc,Service ADPSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d51,Unquoted Service Path: AppIDSvc,Service AppIDSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d52,Unquoted Service Path: Appinfo,Service Appinfo has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d53,Unquoted Service Path: AppMgmt,Service AppMgmt has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d54,Unquoted Service Path: AppReadiness,Service AppReadiness has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k AppReadiness -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k AppReadiness -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d55,Unquoted Service Path: AppXSvc,Service AppXSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k wsappx -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k wsappx -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d56,Unquoted Service Path: ApxSvc,Service ApxSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d57,Unquoted Service Path: AssignedAccessManagerSvc,Service AssignedAccessManagerSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k AssignedAccessManagerSvc,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k AssignedAccessManagerSvc""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d58,Unquoted Service Path: AudioEndpointBuilder,Service AudioEndpointBuilder has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d59,Unquoted Service Path: Audiosrv,Service Audiosrv has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d5a,Unquoted Service Path: autotimesvc,Service autotimesvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k autoTimeSvc,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k autoTimeSvc""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d5b,Unquoted Service Path: AxInstSV,Service AxInstSV has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k AxInstSVGroup,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k AxInstSVGroup""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d5c,Unquoted Service Path: BDESVC,Service BDESVC has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d5d,Unquoted Service Path: BFE,Service BFE has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d5e,Unquoted Service Path: BITS,Service BITS has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d5f,Unquoted Service Path: BrokerInfrastructure,Service BrokerInfrastructure has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d60,Unquoted Service Path: BTAGService,Service BTAGService has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d61,Unquoted Service Path: BthAvctpSvc,Service BthAvctpSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d62,Unquoted Service Path: bthserv,Service bthserv has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d63,Unquoted Service Path: camsvc,Service camsvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k osprivacy -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k osprivacy -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d64,Unquoted Service Path: CDPSvc,Service CDPSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d65,Unquoted Service Path: CertPropSvc,Service CertPropSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k netsvcs,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k netsvcs""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d66,Unquoted Service Path: ClipSVC,Service ClipSVC has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k wsappx -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k wsappx -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d67,Unquoted Service Path: cloudidsvc,Service cloudidsvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k CloudIdServiceGroup -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k CloudIdServiceGroup -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d68,Unquoted Service Path: COMSysApp,Service COMSysApp has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},"Add quotes to service path: ""C:\WINDOWS\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d69,Unquoted Service Path: CoreMessagingRegistrar,Service CoreMessagingRegistrar has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d6a,Unquoted Service Path: CryptSvc,Service CryptSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k NetworkService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k NetworkService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d6b,Unquoted Service Path: CscService,Service CscService has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d6c,Unquoted Service Path: DcomLaunch,Service DcomLaunch has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d6d,Unquoted Service Path: dcsvc,Service dcsvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d6e,Unquoted Service Path: defragsvc,Service defragsvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k defragsvc,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k defragsvc""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d6f,Unquoted Service Path: DeviceAssociationService,Service DeviceAssociationService has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d70,Unquoted Service Path: DeviceInstall,Service DeviceInstall has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d71,Unquoted Service Path: DevQueryBroker,Service DevQueryBroker has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d72,Unquoted Service Path: Dhcp,Service Dhcp has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d73,Unquoted Service Path: diagsvc,Service diagsvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k diagnostics,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k diagnostics""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d74,Unquoted Service Path: DiagTrack,Service DiagTrack has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k utcsvc -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k utcsvc -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d75,Unquoted Service Path: DialogBlockingService,Service DialogBlockingService has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k DialogBlockingService,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k DialogBlockingService""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d76,Unquoted Service Path: DispBrokerDesktopSvc,Service DispBrokerDesktopSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d77,Unquoted Service Path: DisplayEnhancementService,Service DisplayEnhancementService has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d78,Unquoted Service Path: DmEnrollmentSvc,Service DmEnrollmentSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d79,Unquoted Service Path: dmwappushservice,Service dmwappushservice has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d7a,Unquoted Service Path: Dnscache,Service Dnscache has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k NetworkService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k NetworkService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d7b,Unquoted Service Path: DoSvc,Service DoSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k NetworkService -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k NetworkService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d7c,Unquoted Service Path: dot3svc,Service dot3svc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d7d,Unquoted Service Path: DPS,Service DPS has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d7e,Unquoted Service Path: DsmSvc,Service DsmSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d7f,Unquoted Service Path: DsSvc,Service DsSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d80,Unquoted Service Path: DusmSvc,Service DusmSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s DusmSvc,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s DusmSvc""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d81,Unquoted Service Path: EapHost,Service EapHost has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k netsvcs -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k netsvcs -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d82,Unquoted Service Path: embeddedmode,Service embeddedmode has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d83,Unquoted Service Path: EntAppSvc,Service EntAppSvc has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k appmodelRedirectionGuard -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k appmodelRedirectionGuard -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d84,Unquoted Service Path: EventLog,Service EventLog has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p,"Add quotes to service path: ""C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d85,Unquoted Service Path: EventSystem,Service EventSystem has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d86,Unquoted Service Path: fdPHost,Service fdPHost has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalService -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalService -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1d87,Unquoted Service Path: FDResPub,Service FDResPub has unquoted path with spaces,medium,service_vulnerability,5.0,Path: C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,"Add quotes to service path: ""C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p""",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
